Id,Prediction
828,1.7998046875
829,2.0771484375
830,1.7099609375
831,1.9833984375
832,1.7998046875
833,2.0771484375
834,1.681640625
835,1.708984375
836,2.2373046875
837,1.1943359375
838,2.0263671875
839,1.5693359375
840,1.8701171875
841,1.6298828125
842,2.0146484375
843,2.4443359375
844,2.0341796875
845,2.0068359375
846,1.7373046875
847,2.0458984375
848,2.1171875
849,2.3505859375
850,1.9130859375
851,1.9833984375
852,1.5625
853,2.0068359375
854,1.4873046875
855,1.697265625
856,2.0107421875
857,1.7099609375
858,1.9443359375
859,1.98046875
860,2.1201171875
861,1.9208984375
862,2.0263671875
863,1.70703125
864,1.9990234375
865,2.0966796875
866,1.3623046875
867,2.1201171875
868,1.6884765625
869,1.701171875
870,2.2216796875
871,1.7294921875
872,1.7451171875
873,1.6240234375
874,2.1171875
875,2.0888671875
876,1.70703125
877,2.1171875
878,2.0576171875
879,1.7294921875
880,2.1083984375
881,1.8349609375
882,2.0517578125
883,1.7060546875
884,2.0263671875
885,1.6162109375
886,1.701171875
887,1.9990234375
888,2.1171875
889,1.7236328125
890,1.5732421875
891,2.0263671875
892,2.017578125
893,1.9833984375
894,1.8193359375
895,1.8818359375
896,2.0771484375
897,1.8583984375
898,1.2958984375
899,2.017578125
900,2.162109375
901,2.2099609375
902,2.1787109375
903,2.1201171875
904,1.7021484375
905,2.12890625
906,1.3310546875
907,1.6591796875
908,1.6669921875
909,2.1904296875
910,1.8505859375
911,2.0146484375
912,1.5732421875
913,2.44140625
914,2.0263671875
915,1.7060546875
916,2.2373046875
917,1.7197265625
918,2.2685546875
919,1.7333984375
920,2.162109375
921,1.69921875
922,1.7412109375
923,2.0888671875
924,2.0029296875
925,2.1201171875
926,2.2099609375
927,1.697265625
928,2.1171875
929,1.5576171875
930,1.9013671875
931,1.5927734375
932,2.1201171875
933,1.5810546875
934,1.6826171875
935,1.7724609375
936,1.7060546875
937,1.6240234375
938,1.9833984375
939,2.4169921875
940,1.7060546875
941,1.8505859375
942,1.6845703125
943,1.9091796875
944,1.697265625
945,2.0029296875
946,1.2958984375
947,1.7998046875
948,2.2646484375
949,1.4091796875
950,2.044921875
951,2.1171875
952,1.6162109375
953,1.6982421875
954,2.0576171875
955,2.0205078125
956,1.6962890625
957,1.5263671875
958,1.6923828125
959,2.1201171875
960,2.1171875
961,2.1201171875
962,1.998046875
963,1.9248046875
964,2.0107421875
965,1.8564453125
966,2.1201171875
967,2.0029296875
968,1.6162109375
969,2.4169921875
970,1.662109375
971,2.0263671875
972,1.9091796875
973,1.6591796875
974,1.7412109375
975,1.6357421875
976,2.1201171875
977,1.7294921875
978,1.9482421875
979,1.2646484375
980,2.1201171875
981,1.70703125
982,2.017578125
983,2.4169921875
984,1.7060546875
985,1.2021484375
986,2.0107421875
987,1.6083984375
988,2.2099609375
989,1.6904296875
990,2.11328125
991,2.1201171875
992,1.7099609375
993,2.0146484375
994,2.1787109375
995,2.0107421875
996,2.0771484375
997,2.0732421875
998,2.0107421875
999,1.6826171875
1000,1.3564453125
